Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-5678043,特許2012-514411(2010/05/26),5678043,スイス国(599040492)ニヴァロックス－ファー　ソシエテ　アノニム,金属小型構造体を製造する方法,3,本権利は抹消されていない存続期間満了日(2030/05/26),9年,(2022/12/28)
page-5678044,特許2012-514938(2010/06/04),5678044,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,温度測定ポイントのオンライン校正,11,本権利は抹消されていない存続期間満了日(2030/06/04),9年,(2022/12/28)
page-5678059,特許2012-520065(2010/06/28),5678059,フランス国(507274799)プジョー　シトロエン　オートモビル　エス　アー,電源モジュールを備えた電動機を含む自動車両,7,本権利は抹消されていない存続期間満了日(2030/06/28),9年,(2022/12/28)
page-5678082,特許2012-539194(2009/11/19),5678082,フランス(511148396)キャタピラー　コマーシャル　ソシエテ　ア　レスポンサビリテ　リミテ,軌間可変車台用装置,13,本権利は抹消されていない存続期間満了日(2029/11/19),9年,(2022/12/28)
page-5678095,特許2012-547266(2010/12/29),5678095,アメリカ合衆国(505003528)カーディアック　ペースメイカーズ，　インコーポレイテッド,渦電流を減らす植込医療装置バッテリ,14,本権利は抹消されていない存続期間満了日(2030/12/29),9年,(2022/12/28)
page-5678106,特許2013-003388(2006/07/11),5678106,アメリカ合衆国(508004502)ペレグリン　セミコンダクター　コーポレイション,蓄積電荷シンクを用いてＭＯＳＦＥＴの線形性を改善することに使用される方法及び装置,25,本権利は抹消されていない存続期間満了日(2026/07/11),9年,(2022/12/28)
page-5678160,特許2013-226468(2007/06/29),5678160,アメリカ合衆国(591009509)ボーズ・コーポレーション,イヤフォン,14,本権利は抹消されていない存続期間満了日(2027/06/29),9年,(2022/12/28)
page-5678328,特許2012-504008(2010/04/07),5678328,スイス国(311007051)シクパ　ホルディング　ソシエテ　アノニム カナダ(509332028)バンク　オブ　カナダ,ピエゾクロミックセキュリティ要素,29,本権利は抹消されていない存続期間満了日(2030/04/07),9年,(2022/12/28)
page-5679099,特許2010-045081(2010/03/02),5679099,東京都新宿区(000002369)セイコーエプソン株式会社,原子発振器,7,本権利は抹消されていない存続期間満了日(2030/03/02),9年,(2022/12/28)
page-5679236,特許2012-535422(2010/10/22),5679236,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,パーティションを設けたスキャン・チェーンを備えた集積回路のスキャンテストにおける向上した制御,4,本権利は抹消されていない存続期間満了日(2030/10/22),9年,(2022/12/28)
page-5679660,特許2009-536390(2007/10/31),5679660,アメリカ合衆国(596024024)サン・ケミカル・コーポレーション,不織布基体用の水性印刷インキ,11,本権利は抹消されていない存続期間満了日(2027/10/31),9年,(2022/12/28)
page-5679663,特許2009-550877(2008/02/01),5679663,大阪府大阪市武田薬品工業株式会社,海藻抽出物からのフコイダン精製のためのプロセスの方法,28,本権利は抹消されていない存続期間満了日(2028/02/01),9年,(2022/12/28)
page-5679667,特許2010-008953(2010/01/19),5679667,スイス国(510017505)レナタ・アーゲー,高応力用ガルバニ素子,6,本権利は抹消されていない存続期間満了日(2030/01/19),9年,(2022/12/28)
page-5679816,特許2010-534096(2008/11/05),5679816,アメリカ合衆国(500080214)イー　インク　コーポレイション,電気光学アセンブリにおける使用のための接着剤および結合剤,5,本権利は抹消されていない存続期間満了日(2028/11/05),9年,(2022/12/28)
page-5679824,特許2010-547659(2009/01/16),5679824,アメリカ合衆国(500149223)サン－ゴバン　パフォーマンス　プラスティックス　コーポレイション,平滑な穴を有する改良バーブクランプ,11,本権利は抹消されていない存続期間満了日(2029/01/16),9年,(2022/12/28)
page-5679883,特許2011-077370(2011/03/31),5679883,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,流れスリーブを有する燃焼器,8,本権利は抹消されていない存続期間満了日(2031/03/31),9年,(2022/12/28)
page-5679981,特許2011-539891(2009/11/20),5679981,ドイツ連邦共和国(507015963)ヴァルレク・ドイッチュラント・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング 東京都千代田区(000006655)新日鐵住金株式会社,３ロール式のマンドレル圧延機によって継目無管を製造する方法,4,本権利は抹消されていない存続期間満了日(2029/11/20),9年,(2022/12/28)
page-5680003,特許2012-022789(2005/05/04),5680003,アメリカ合衆国(506266023)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,プロセス環境におけるスクリプト化グラフィックス,27,本権利は抹消されていない存続期間満了日(2025/05/04),9年,(2022/12/28)
page-5680059,特許2012-505978(2010/04/16),5680059,アメリカ合衆国(591150672)ナショナル　セミコンダクター　コーポレーション,光起電力システムにおける過剰電圧保護システム及び方法,19,本権利は抹消されていない存続期間満了日(2030/04/16),9年,(2022/12/28)
page-5680113,特許2012-552479(2011/02/14),5680113,イギリス(504142097)マイクロマス　ユーケー　リミテッド,ピークのデコンボリューションを用いる質量分析の方法及び質量分析計,13,本権利は抹消されていない存続期間満了日(2031/02/14),9年,(2022/12/28)
page-5680130,特許2013-063768(2013/03/26),5680130,スイス国(503416353)ゼネラル　エレクトリック　テクノロジー　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,周波数コンバータを用いたガスタービンの始動,14,本権利は抹消されていない存続期間満了日(2033/03/26),9年,(2022/12/28)
page-5680187,特許2013-508097(2012/03/30),5680187,アメリカ合衆国(593150863)サン－ゴバン　セラミックス　アンド　プラスティクス，インコーポレイティド,耐火物、ガラスオーバーフロー成形ブロックならびに耐火物の成形方法および使用,10,本権利は抹消されていない存続期間満了日(2032/03/30),9年,(2022/12/28)
page-5680258,特許2014-537383(2013/09/17),5680258,アメリカ合衆国(590005449)レイセオン　テクノロジーズ　コーポレイション,歯車減速構成ガスタービンエンジンの可撓性支持構造,10,本権利は抹消されていない存続期間満了日(2033/09/17),9年,(2022/12/28)
page-5680504,特許2011-176893(2011/08/12),5680504,イギリス(504394342)アーム・リミテッド,ビデオ復号装置および方法,24,本権利は抹消されていない存続期間満了日(2031/08/12),9年,(2022/12/28)
page-5680511,特許2011-195900(2011/09/08),5680511,イギリス(504394342)アーム・リミテッド,データ処理装置、トレースユニット、および診断装置,46,本権利は抹消されていない存続期間満了日(2031/09/08),9年,(2022/12/28)
page-5680536,特許2011-527423(2009/09/17),5680536,ベルギーグラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム,組み合わせＧＡＳワクチンおよび治療法,19,本権利は抹消されていない存続期間満了日(2029/09/17),9年,(2022/12/28)
page-5680647,特許2012-527373(2010/09/06),5680647,フランス(597147278)ソフラディム・プロダクション,水溶性材料で被覆された棘を有する織物,11,本権利は抹消されていない存続期間満了日(2030/09/06),9年,(2022/12/28)
page-5680651,特許2012-530907(2010/08/31),5680651,アメリカ合衆国(591018693)シー・アール・バード・インコーポレーテッド,バッテリ駆動式生検装置の充電ステーション,15,本権利は抹消されていない存続期間満了日(2030/08/31),9年,(2022/12/28)
page-5680652,特許2012-531076(2010/09/24),5680652,アメリカ合衆国ソルタ　メディカル，インコーポレイテッド,超音波治療デバイスを用いる可変治療部位本体コンターリング,8,本権利は抹消されていない存続期間満了日(2030/09/24),9年,(2022/12/28)
page-5680674,特許2012-550019(2011/01/05),5680674,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,画像及び映像コーデックにおける参照処理のための方法及びシステム,28,本権利は抹消されていない存続期間満了日(2031/01/05),9年,(2022/12/28)
page-5680679,特許2012-557604(2011/02/28),5680679,イギリス(504394342)アーム・リミテッド,例外イベントを取り扱うための装置および方法,17,本権利は抹消されていない存続期間満了日(2031/02/28),9年,(2022/12/28)
page-5680693,特許2013-081940(2008/06/20),5680693,アメリカ合衆国(505403186)ケアフュージョン　３０３、インコーポレイテッド,流体投与と共に用いることができる医療用接続装置,8,本権利は抹消されていない存続期間満了日(2028/06/20),9年,(2022/12/28)
page-5680737,特許2013-255188(2007/04/03),5680737,イギリス(504394342)アーム・リミテッド,メモリ・セルにおける金属ラインのレイアウト,18,本権利は抹消されていない存続期間満了日(2027/04/03),9年,(2022/12/28)
page-5680796,特許2014-512132(2012/05/25),5680796,アメリカ合衆国(503062253)アナログ　ディヴァイスィズ　インク,分解能検出器および可変ディザを含むＡＤＣ,29,本権利は抹消されていない存続期間満了日(2032/05/25),9年,(2022/12/28)
page-5680825,特許2008-536685(2006/10/11),5680825,アメリカ合衆国(503455363)レイセオン　カンパニー,海洋哺乳動物に影響を及ぼす確率が低いソナーシステム及び方法,2,本権利は抹消されていない存続期間満了日(2026/10/11),9年,(2022/12/28)
page-5680839,特許2009-155925(2009/06/30),5680839,アメリカ合衆国(599056437)スリーエム　イノベイティブ　プロパティズ　カンパニー,マーキングフィルム,8,本権利は抹消されていない存続期間満了日(2029/06/30),9年,(2022/12/28)
page-5680842,特許2009-213287(2009/09/15),5680842,アメリカ合衆国(507239422)ティーイーエル・エピオン・インコーポレーテッド,荷電粒子ビーム処理システムで使用される自己バイアス能動負荷回路及び関連する電源,20,本権利は抹消されていない存続期間満了日(2029/09/15),9年,(2022/12/28)
page-5680854,特許2009-545582(2008/01/08),5680854,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,医療器具を含む包装体のような製品の放射による除染のための方法および装置,20,本権利は抹消されていない存続期間満了日(2028/01/08),9年,(2022/12/28)
page-5680921,特許2010-215915(2006/09/14),5680921,イギリス国パーマセンス　リミテッド,超音波非破壊検査方法,8,本権利は抹消されていない存続期間満了日(2026/09/14),9年,(2022/12/28)
page-5680968,特許2010-539812(2008/12/18),5680968,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,複数の掴み面および保護部品を有する先端シールド,12,本権利は抹消されていない存続期間満了日(2028/12/18),9年,(2022/12/28)
page-5680970,特許2010-546365(2009/02/17),5680970,イギリス(397009934)グラクソ　グループ　リミテッド,作動カウンタ,23,本権利は抹消されていない存続期間満了日(2029/02/17),9年,(2022/12/28)
page-5681068,特許2011-188669(2011/08/31),5681068,ドイツ連邦共和国(510204998)アディダス　アーゲー,滑り止め体を通る弾性フレックス区域を有するフレックス・スタッド、そのスタッドを備えたソールおよびサッカーシューズ,14,本権利は抹消されていない存続期間満了日(2031/08/31),9年,(2022/12/28)
page-5681149,特許2012-186169(2005/03/30),5681149,アメリカ合衆国(592130699)ザ　リージェンツ　オブ　ザ　ユニバーシティ　オブ　カリフォルニア,ａｖβ５インテグリンに関連のある疾患を治療および予防するための方法および組成物,26,年金不納による抹消存続期間満了日(2025/03/30)本権利消滅日(2020/01/16)移記されている,5年,(2020/09/30)
page-5681175,特許2012-514958(2010/04/21),5681175,アメリカ合衆国(598100128)イーエルシー　マネージメント　エルエルシー,微小電流を発生させる局所用または美容用システム、ならびにそのシステムの製造方法および使用方法,17,本権利は抹消されていない存続期間満了日(2030/04/21),9年,(2022/12/28)
page-5681177,特許2012-517465(2009/06/26),5681177,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,フランジロックを使用する受動的再使用防止注射器,20,本権利は抹消されていない存続期間満了日(2029/06/26),9年,(2022/12/28)
page-5681190,特許2012-527915(2010/08/26),5681190,アメリカ合衆国(391008847)ボシュ・アンド・ロム・インコーポレイテッド,眼科手術用装置に使用するための照明器具,9,本権利は抹消されていない存続期間満了日(2030/08/26),9年,(2022/12/28)
page-5681237,特許2013-129282(2013/06/20),5681237,スイス国(504341564)モントレー　ブレゲ・エス　アー,バックラッシュ吸収ホイール,15,本権利は抹消されていない存続期間満了日(2033/06/20),9年,(2022/12/28)
page-5681266,特許2013-237608(2008/06/02),5681266,スイス国(507276380)オメガ・エス　アー,時計表示機構の修正デバイス,1,本権利は抹消されていない存続期間満了日(2028/06/02),9年,(2022/12/28)
page-5681299,特許2013-548759(2011/11/09),5681299,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,デジタル表示デバイスとプリント回路基板との間を電気的に接続するためのゼブラコネクタを備える時計及びこのタイプの時計のアセンブリ方法,4,本権利は抹消されていない存続期間満了日(2031/11/09),9年,(2022/12/28)
page-5681301,特許2013-552175(2012/01/31),5681301,スイス国(504341564)モントレー　ブレゲ・エス　アー,筐体を回転させるためのスイベル機構,18,本権利は抹消されていない存続期間満了日(2032/01/31),9年,(2022/12/28)
page-5681326,特許2014-502676(2012/03/27),5681326,アメリカ合衆国(591009509)ボーズ・コーポレーション,ノイズを除去するためのペア型マイクロホン,3,本権利は抹消されていない存続期間満了日(2032/03/27),9年,(2022/12/28)
page-5681346,特許2009-001238(2009/01/07),5681346,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,熱伝導率の高いステータバー部品,10,本権利は抹消されていない存続期間満了日(2029/01/07),9年,(2022/12/28)
page-5681356,特許2009-241945(2009/10/21),5681356,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,二重エネルギＣＴシステム,7,本権利は抹消されていない存続期間満了日(2029/10/21),9年,(2022/12/28)
page-5681484,特許2010-504582(2008/05/02),5681484,ドイツ連邦共和国(599117152)フレゼニウス　メディカル　ケアー　ドイチュラント　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,ホースローラーポンプ,26,本権利は抹消されていない存続期間満了日(2028/05/02),9年,(2022/12/28)
page-5681520,特許2011-031479(2011/02/17),5681520,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,ステータベーン検査システム及び方法,10,本権利は抹消されていない存続期間満了日(2031/02/17),9年,(2022/12/28)
page-5681679,特許2012-173158(2005/04/21),5681679,大阪市武田薬品工業株式会社,グルココルチコイド代償療法用の医薬組成物,6,本権利は抹消されていない存続期間満了日(2025/04/21),9年,(2022/12/28)
page-5681707,特許2012-513948(2010/04/22),5681707,アメリカ合衆国(598100128)イーエルシー　マネージメント　エルエルシー,金属被覆セラミック化粧品アプリケータ,20,本権利は抹消されていない存続期間満了日(2030/04/22),9年,(2022/12/28)
page-5681719,特許2012-530269(2010/09/24),5681719,フランス国フォン・ドゥ・ドタスィオン・アンスティチュ・ボリュー,タウ機能不全を伴う神経障害を処置するための新規な治療ターゲットとしてのＦＫＢＰ５２－タウ相互作用,7,本権利は抹消されていない存続期間満了日(2030/09/24),9年,(2022/12/28)
page-5681790,特許2013-507961(2011/03/15),5681790,アメリカ合衆国(507020152)メドトロニック，インコーポレイテッド,脳刺激プログラミング,24,本権利は抹消されていない存続期間満了日(2031/03/15),9年,(2022/12/28)
page-5681846,特許2008-511424(2006/05/12),5681846,アメリカ合衆国(511070031)メドトロニック　コアヴァルヴ　エルエルシー,人工弁,43,本権利は抹消されていない存続期間満了日(2026/05/12),9年,(2022/12/28)
page-5682660,特許2013-127681(2012/05/15),5682660,アメリカ合衆国イー　インク　コーポレイション,表示用白色粒子、表示用粒子分散液、表示媒体、及び表示装置,4,本権利は抹消されていない存続期間満了日(2032/05/15),9年,(2022/12/28)
page-5682873,特許2011-211323(2011/09/27),5682873,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,超音波診断装置,15,本権利は抹消されていない存続期間満了日(2031/09/27),9年,(2022/12/28)
page-5682993,特許2008-532465(2006/09/22),5682993,アメリカ合衆国(506363540)ユー．アイ．ティー．，　エル．エル．シー．,超音波衝撃による、金属性能の改善ならびに劣化からの保護およびその抑制の方法,1,本権利は抹消されていない存続期間満了日(2026/09/22),9年,(2022/12/28)
page-5683063,特許2008-227210(2008/09/04),5683063,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,窒化アルミニウム又は酸化ベリリウムのセラミックカバーウェハ,12,本権利は抹消されていない存続期間満了日(2028/09/04),9年,(2022/12/28)
page-5683065,特許2008-262559(2008/10/09),5683065,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,容積式位置揃えのための改良型システム及び方法,7,本権利は抹消されていない存続期間満了日(2028/10/09),9年,(2022/12/28)
page-5683107,特許2009-520956(2007/07/17),5683107,アメリカ合衆国(512050601)ウォーターズ　テクノロジーズ　コーポレイション,プロセスフローストリーム採取システム,14,本権利は抹消されていない存続期間満了日(2027/07/17),9年,(2022/12/28)
page-5683185,特許2010-211485(2010/09/22),5683185,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,医療リソースを管理するための方法およびシステム,10,本権利は抹消されていない存続期間満了日(2030/09/22),9年,(2022/12/28)
page-5683469,特許2011-531218(2009/10/09),5683469,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,大型プラズマ処理チャンバのＲＦ復路,15,本権利は抹消されていない存続期間満了日(2029/10/09),9年,(2022/12/28)
page-5683471,特許2011-532154(2009/10/09),5683471,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,蛍光色素を含む歯科用組成物,1,本権利は抹消されていない存続期間満了日(2029/10/09),9年,(2022/12/28)
page-5683490,特許2011-545660(2009/12/28),5683490,ドイツ連邦共和国(508020155)ビーエーエスエフ　ソシエタス・ヨーロピア,カラーフィルタ用のブラックマトリックス,5,本権利は抹消されていない存続期間満了日(2029/12/28),9年,(2022/12/28)
page-5683509,特許2012-017440(2012/01/31),5683509,スイス国(503416353)ゼネラル　エレクトリック　テクノロジー　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,シャフトの変形を測定するための装置及び方法,13,本権利は抹消されていない存続期間満了日(2032/01/31),9年,(2022/12/28)
page-5683554,特許2012-229673(2009/02/13),5683554,アメリカ合衆国(510221700)スパイラキュア　インコーポレイテッド,損傷組織の処置のための装置および方法,23,本権利は抹消されていない存続期間満了日(2029/02/13),9年,(2022/12/28)
page-5683567,特許2012-503521(2010/03/25),5683567,アメリカ合衆国(505274818)アナログ　デバイシス，　インコーポレイテッド,シングルポートメモリを伴うデジタル出力センサＦＩＦＯバッファ,14,本権利は抹消されていない存続期間満了日(2030/03/25),9年,(2022/12/28)
page-5683577,特許2012-513305(2010/05/28),5683577,アメリカ合衆国(511287020)アコ　ブランズ　ユーエスエー　エルエルシー,取り付けデバイスを含むセキュリティ装置,13,本権利は抹消されていない存続期間満了日(2030/05/28),9年,(2022/12/28)
page-5683588,特許2012-523132(2010/10/29),5683588,アメリカ合衆国(511076424)ヒューレット－パッカード　デベロップメント　カンパニー　エル．ピー．,インクジェット用のコート媒体,17,本権利は抹消されていない存続期間満了日(2030/10/29),9年,(2022/12/28)
page-5683590,特許2012-526122(2010/08/16),5683590,イギリス(596050551)メシア－ダウティ　リミテッド,剛性後方ステーを有する主着陸装置,9,本権利は抹消されていない存続期間満了日(2030/08/16),9年,(2022/12/28)
page-5683607,特許2012-547276(2010/12/29),5683607,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,集積回路一体型マイクロホン,20,本権利は抹消されていない存続期間満了日(2030/12/29),9年,(2022/12/28)
page-5683770,特許2007-551340(2006/01/11),5683770,アメリカ合衆国(595038051)メドトロニック　ミニメド　インコーポレイテッド アメリカ合衆国(501228004)マイクロチップス・インコーポレーテッド,分析物センサ装置を作製する方法および哺乳動物に埋め込むための分析物センサ装置を作製する方法,19,本権利は抹消されていない存続期間満了日(2026/01/11),9年,(2022/12/28)
page-5683783,特許2008-501888(2006/02/17),5683783,アメリカ合衆国(391026058)ザ　コカ・コーラ　カンパニー アメリカ合衆国(590002611)コルゲート・パーモリブ・カンパニー,オーバーモールドされた容器およびその製造および使用の方法,34,本権利は抹消されていない存続期間満了日(2026/02/17),9年,(2022/12/28)
page-5683788,特許2008-532219(2006/07/24),5683788,アメリカ合衆国(503455363)レイセオン　カンパニー,ソナーシステム、ソナー送受信モジュール、及びソナーシステムにおいて送受信する方法,43,本権利は抹消されていない存続期間満了日(2026/07/24),9年,(2022/12/28)
page-5683852,特許2010-152405(2010/07/02),5683852,アメリカ合衆国(391026058)ザ　コカ・コーラ　カンパニー,プラスチックボトル及びプリフォーム,7,本権利は抹消されていない存続期間満了日(2030/07/02),9年,(2022/12/28)
page-5684007,特許2011-055035(2004/06/04),5684007,アメリカ合衆国(505450696)ファイブロゲン　インコーポレイティッド,窒素含有ヘテロアリール化合物および内因性エリトロポエチンを増加させる際のそれらの使用方法,8,本権利は抹消されていない存続期間満了日(2024/06/04),9年,(2022/12/28)
page-5684083,特許2011-214191(2011/09/29),5684083,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,プローブ用カバー、超音波プローブ及び超音波画像表示装置,9,本権利は抹消されていない存続期間満了日(2031/09/29),9年,(2022/12/28)
page-5684186,特許2012-087168(2006/11/20),5684186,アメリカ合衆国(505307471)インテグリス・インコーポレーテッド,低減された形状要因を有するポンプのためのシステムと方法,13,本権利は抹消されていない存続期間満了日(2026/11/20),9年,(2022/12/28)
page-5684231,特許2012-504801(2010/04/07),5684231,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,回線ノイズを検知・解析し、計測誤差を減少させる方法,13,本権利は抹消されていない存続期間満了日(2030/04/07),9年,(2022/12/28)
page-5684326,特許2013-114104(2013/05/30),5684326,スイス国(503416353)ゼネラル　エレクトリック　テクノロジー　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,プレツイステッド翼用のシュラウド,11,本権利は抹消されていない存続期間満了日(2033/05/30),9年,(2022/12/28)
page-5684343,特許2013-167610(2003/10/29),5684343,アメリカ合衆国(513204012)インスメッド，　インコーポレイテッド,抗感染剤の徐放,15,本権利は抹消されていない存続期間満了日(2023/10/29),9年,(2022/12/28)
page-5864438,特許2012-549999(2010/12/23),5864438,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,エナジーハーベスタのためのＤＣ－ＤＣコンバータ及び電圧レギュレータのための低電力フィードバック及び方法,20,本権利は抹消されていない存続期間満了日(2030/12/23),8年,(2022/12/28)
page-5864455,特許2013-036386(2013/02/07),5864455,イスラエル(504144253)アプライド　マテリアルズ　イスラエル　リミテッド,ＣＡＤベースの位置合わせのためのシステム、方法、及びコンピュータプログラム製品,20,本権利は抹消されていない存続期間満了日(2033/02/07),8年,(2022/12/28)
page-5864496,特許2013-190117(2005/03/23),5864496,英国領バーミューダ(500332814)ボストン　サイエンティフィック　リミテッド,生体内視覚化システム,12,本権利は抹消されていない存続期間満了日(2025/03/23),8年,(2022/12/28)
page-5864515,特許2013-236459(2009/09/29),5864515,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,リンクを生成する方法及びパラメータを生成する方法,5,本権利は抹消されていない存続期間満了日(2029/09/29),8年,(2022/12/28)
page-5864539,特許2013-504870(2010/04/12),5864539,アメリカ合衆国(591020353)オーチス　エレベータ　カンパニー,エレベータシステムを制御する方法およびエレベータシステム,12,本権利は抹消されていない存続期間満了日(2030/04/12),8年,(2022/12/28)
page-5864605,特許2013-546548(2010/12/28),5864605,中華人民共和国(512305660)エマーソン　プロセス　マネージメント　（ティアンジン）　ヴァルブ　カンパニー，　リミテッド,スライドステム制御バルブ組立体およびその作動方法,10,本権利は抹消されていない存続期間満了日(2030/12/28),8年,(2022/12/28)
page-5864730,特許2014-510420(2012/05/09),5864730,アメリカ合衆国(501144003)アナログ・デバイシズ・インコーポレーテッド,過電圧および／または静電気放電保護デバイス,32,本権利は抹消されていない存続期間満了日(2032/05/09),8年,(2022/12/28)
page-5864745,特許2014-523157(2011/08/04),5864745,イギリス領ヴァージン諸島(514033518)ルヤン　インベストメント（ホールディングス）リミテド,電子喫煙デバイス,8,本権利は抹消されていない存続期間満了日(2031/08/04),8年,(2022/12/28)
page-5864748,特許2014-526054(2012/08/02),5864748,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,２線プロセス制御ループ電流の診断装置及び方法,18,本権利は抹消されていない存続期間満了日(2032/08/02),8年,(2022/12/28)
page-5864776,特許2014-547840(2012/12/11),5864776,オランダ王国(511105997)ドルビー・インターナショナル・アーベー,並列アーキテクチャをもつオーディオ・エンコーダ,23,本権利は抹消されていない存続期間満了日(2032/12/11),8年,(2022/12/28)
page-5864834,特許2009-528727(2007/09/20),5864834,デンマーク国(596113096)ノボ・ノルデイスク・エー／エス,プロテアーゼ耐性のインスリンアナログ,22,本権利は抹消されていない存続期間満了日(2027/09/20),8年,(2022/12/28)
page-5864838,特許2010-140053(2010/06/21),5864838,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,パターン化形状適応構造を形成する方法及び、分離型形状適応遮蔽領域が形成された形状適応構造,24,本権利は抹消されていない存続期間満了日(2030/06/21),8年,(2022/12/28)
page-5864861,特許2011-012442(2011/01/25),5864861,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,成形空気孔の形成方法及びシステム,10,本権利は抹消されていない存続期間満了日(2031/01/25),8年,(2022/12/28)
page-5864868,特許2011-037461(2011/02/23),5864868,アメリカ合衆国(596170170)ゼロックス　コーポレイション,ポリエステル樹脂を有するトナー,1,本権利は抹消されていない存続期間満了日(2031/02/23),8年,(2022/12/28)
page-5864874,特許2011-062483(2011/03/22),5864874,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,エーロフォイルの冷却孔フラグ領域,9,本権利は抹消されていない存続期間満了日(2031/03/22),8年,(2022/12/28)
page-5864921,特許2011-151332(2011/07/08),5864921,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,超音波システム内のデータ伝送を制御するための方法及びシステム,10,本権利は抹消されていない存続期間満了日(2031/07/08),8年,(2022/12/28)
page-5865232,特許2012-235973(2012/10/25),5865232,アメリカ合衆国(596170170)ゼロックス　コーポレイション,インクジェットプリントヘッド,9,本権利は抹消されていない存続期間満了日(2032/10/25),8年,(2022/12/28)
page-5865244,特許2012-521875(2010/07/26),5865244,アメリカ合衆国(506298792)ウォーソー・オーソペディック・インコーポレーテッド,締まりばめ締結具を用いるインプラント,14,本権利は抹消されていない存続期間満了日(2030/07/26),8年,(2022/12/28)
page-5865333,特許2013-229623(2007/03/27),5865333,アメリカ合衆国(501229528)テキサス　インスツルメンツ　インコーポレイテッド,ワイヤレス・ネットワーク向けランダム・アクセス構造,3,本権利は抹消されていない存続期間満了日(2027/03/27),8年,(2022/12/28)
page-5865351,特許2013-509575(2011/05/13),5865351,イギリス国(305040710)ジーイー・ヘルスケア・リミテッド,合成方法,14,本権利は抹消されていない存続期間満了日(2031/05/13),8年,(2022/12/28)
page-5865356,特許2013-512999(2011/06/02),5865356,イギリス国(590004718)ジョンソン、マッセイ、パブリック、リミテッド、カンパニー,ディーゼルパティキュレートフィルター,7,本権利は抹消されていない存続期間満了日(2031/06/02),8年,(2022/12/28)
page-5865360,特許2013-514167(2011/03/11),5865360,アメリカ合衆国(512221072)プレシジョン　ダーマトロジー　インコーポレイテッド,油分高濃度配合軟化性エアロゾル発泡組成物,17,本権利は抹消されていない存続期間満了日(2031/03/11),8年,(2022/12/28)
page-5865389,特許2013-544461(2011/05/24),5865389,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,電気絶縁材料,3,本権利は抹消されていない存続期間満了日(2031/05/24),8年,(2022/12/28)
page-5865479,特許2014-501061(2012/03/16),5865479,アメリカ合衆国(501112035)ロジャー・ピー・ジャクソン,複合関節とポップ装着式シャンクとを有する多軸の骨アンカー,21,本権利は抹消されていない存続期間満了日(2032/03/16),8年,(2022/12/28)
page-5865489,特許2014-510772(2012/05/15),5865489,フランス(309014746)ジェムアルト　エスアー,ワイヤキャパシタ、特に無線周波数回路用のワイヤキャパシタ、およびそのワイヤキャパシタを備える装置,12,本権利は抹消されていない存続期間満了日(2032/05/15),8年,(2022/12/28)
page-5865531,特許2015-032788(2008/02/14),5865531,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,急速熱処理チャンバ用のランプ,1,本権利は抹消されていない存続期間満了日(2028/02/14),8年,(2022/12/28)
