Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-6069481,特許2015-500803(2013/01/21),6069481,デンマーク国(596113096)ノボ・ノルデイスク・エー／エス,回転する注射針マガジン,8,本権利は抹消されていない存続期間満了日(2033/01/21),7年,(2022/12/28)
page-6069517,特許2015-541716(2013/11/05),6069517,オランダ(509174255)マレル・シュトルク・ポウルトリー・プロセシング・ベー・フェー,屠殺家禽の胴体部を処理するための装置および方法,12,本権利は抹消されていない存続期間満了日(2033/11/05),7年,(2022/12/28)
page-6069524,特許2015-555451(2014/02/25),6069524,アメリカ合衆国(505003528)カーディアック　ペースメイカーズ，　インコーポレイテッド,放射線不透過性物質及び溶出可能な薬剤成分を高分子からなるリード線の先端に組み込んだアセンブリを含む埋め込み可能な医療装置,20,本権利は抹消されていない存続期間満了日(2034/02/25),7年,(2022/12/28)
page-6069539,特許2015-563188(2014/06/18),6069539,フランス国(505277691)サフラン　エアクラフト　エンジンズ,ターボ機械用の改良型中間ケーシングおよび補機ギアボックス駆動アセンブリ,10,本権利は抹消されていない存続期間満了日(2034/06/18),7年,(2022/12/28)
page-6069584,特許2016-513050(2014/05/07),6069584,アメリカ合衆国(506192652)ボストン　サイエンティフィック　サイムド，インコーポレイテッド,ロータ伝搬ベクトルを特定するためのシステム,7,本権利は抹消されていない存続期間満了日(2034/05/07),7年,(2022/12/28)
page-6069593,特許2016-526810(2014/10/27),6069593,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,デジタル・カメラにおける広色域作業フローのための二次元色変換,18,本権利は抹消されていない存続期間満了日(2034/10/27),7年,(2022/12/28)
page-6069617,特許2012-170932(2012/08/01),6069617,アメリカ合衆国(502096543)パロ・アルト・リサーチ・センター・インコーポレーテッド,窒化アルミニウム部分を除去した素子,6,本権利は抹消されていない存続期間満了日(2032/08/01),7年,(2022/12/28)
page-6069655,特許2013-506720(2011/04/29),6069655,フランス国(505277691)サフラン　エアクラフト　エンジンズ,カソード加熱装置の温度を制御するホール効果モータ,8,本権利は抹消されていない存続期間満了日(2031/04/29),7年,(2022/12/28)
page-6069872,特許2012-082911(2012/03/30),6069872,アメリカ合衆国マイクロチップ　テクノロジー　インコーポレイテッド,発振装置および電子装置,8,本権利は抹消されていない存続期間満了日(2032/03/30),7年,(2022/12/28)
page-6069886,特許2012-112200(2012/05/16),6069886,アメリカ合衆国マイクロチップ　テクノロジー　インコーポレイテッド,量子干渉装置、原子発振器、電子機器及び量子干渉方法,12,本権利は抹消されていない存続期間満了日(2032/05/16),7年,(2022/12/28)
page-6071074,特許2014-220089(2014/10/29),6071074,オーストリア国(504344576)インニオ　ジェンバッハー　ゲーエムベーハー　アンド　コー　オーゲー,発電機に接続されている内燃機関の作動方法,17,本権利は抹消されていない存続期間満了日(2034/10/29),7年,(2022/12/28)
page-6071981,特許2014-236062(2014/11/21),6071981,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,放射線検出装置及び放射線断層撮影装置,13,本権利は抹消されていない存続期間満了日(2034/11/21),7年,(2022/12/28)
page-6072032,特許2014-523397(2012/08/02),6072032,アメリカ合衆国(598085065)アルファ・アセンブリー・ソリューションズ・インコーポレイテッド,高い衝撃靱性のはんだ合金,14,本権利は抹消されていない存続期間満了日(2032/08/02),7年,(2022/12/28)
page-6072065,特許2014-545889(2012/08/21),6072065,アイルランドイートン　インテリジェント　パワー　リミテッド,アークチャンバ内のアークから生じる圧力によって押されるトリップ部材を含んだトリップ機構及び電気的スイッチング機器,11,本権利は抹消されていない存続期間満了日(2032/08/21),7年,(2022/12/28)
page-6072217,特許2015-500613(2013/03/14),6072217,アメリカ合衆国(500106743)エス．シー．　ジョンソン　アンド　サン、インコーポレイテッド,スチール缶内の圧縮ガス式エアロゾル組成物,22,本権利は抹消されていない存続期間満了日(2033/03/14),7年,(2022/12/28)
page-6072223,特許2015-504595(2013/03/15),6072223,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,研磨粒子、研磨粒子の製造方法、及び研磨物品,11,本権利は抹消されていない存続期間満了日(2033/03/15),7年,(2022/12/28)
page-6072233,特許2015-513307(2013/05/10),6072233,ドイツ連邦共和国(508020155)ビーエーエスエフ　ソシエタス・ヨーロピア,金属酸化物でコーティングされたアルミニウムエフェクト顔料の製造方法,14,本権利は抹消されていない存続期間満了日(2033/05/10),7年,(2022/12/28)
page-6072240,特許2015-520176(2013/04/12),6072240,アメリカ合衆国(503455363)レイセオン　カンパニー,オートフォーカスデータから導き出されるナビゲーション解を使用するワイドビームＳＡＲ焦点合わせ方法,20,本権利は抹消されていない存続期間満了日(2033/04/12),7年,(2022/12/28)
page-6072406,特許2011-276874(2011/12/19),6072406,イギリス(504394342)アーム・リミテッド,メモリ内のワード線電圧制御,21,本権利は抹消されていない存続期間満了日(2031/12/19),7年,(2022/12/28)
page-6072409,特許2011-283440(2011/12/26),6072409,アメリカ合衆国(513109016)コビディエン　エルピー,柔軟な流体冷却シャフトを備えたエネルギー伝達装置、それと共に使用するのに適した流入／流出接合部およびそれらを含むシステム,13,本権利は抹消されていない存続期間満了日(2031/12/26),7年,(2022/12/28)
page-6072783,特許2014-516433(2012/05/29),6072783,イギリス国(594154428)エイアールエム　リミテッド,メモリコントローラおよびかかるメモリコントローラの動作方法,28,本権利は抹消されていない存続期間満了日(2032/05/29),7年,(2022/12/28)
page-6072790,特許2014-523073(2012/07/27),6072790,サウジアラビア王国(511304464)サウジ　アラビアン　オイル　カンパニー,石油精製原料中の全酸価を減少させる方法,29,本権利は抹消されていない存続期間満了日(2032/07/27),7年,(2022/12/28)
page-6072804,特許2014-530813(2012/09/14),6072804,アメリカ合衆国(506192652)ボストン　サイエンティフィック　サイムド，インコーポレイテッド,イオン伝導性バルーンを備えたアブレーション装置,5,本権利は抹消されていない存続期間満了日(2032/09/14),7年,(2022/12/28)
page-6072856,特許2015-118570(2008/02/12),6072856,シンガポールマキシオン　ソーラー　プライベート　リミテッド,通過堆積システム,10,本権利は抹消されていない存続期間満了日(2028/02/12),7年,(2022/12/28)
page-6072861,特許2015-132442(2015/07/01),6072861,アメリカ合衆国(511095986)ジーエム・グローバル・テクノロジー・オペレーションズ・エルエルシー 大阪府大阪市(000003001)帝人株式会社,改善されたひだ設計,16,本権利は抹消されていない存続期間満了日(2035/07/01),7年,(2022/12/28)
page-6072898,特許2015-509105(2013/04/24),6072898,アメリカ合衆国(594193793)カルゴン　カーボン　コーポレーション,活性炭からヒ素およびアンチモン浸出の軽減,4,本権利は抹消されていない存続期間満了日(2033/04/24),7年,(2022/12/28)
page-6073041,特許2010-207795(2010/09/16),6073041,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,熱を放散するための改善された通気を有する電子装置のエンクロージャ,20,本権利は抹消されていない存続期間満了日(2030/09/16),7年,(2022/12/28)
page-6073050,特許2011-228378(2011/10/17),6073050,アメリカ合衆国(502096543)パロ・アルト・リサーチ・センター・インコーポレーテッド,可変データ平版印刷システム用の清掃方法,6,本権利は抹消されていない存続期間満了日(2031/10/17),7年,(2022/12/28)
page-6073051,特許2011-231164(2011/10/20),6073051,アメリカ合衆国(502096543)パロ・アルト・リサーチ・センター・インコーポレーテッド,可変データ平版印刷システム用の清掃サブシステム,4,本権利は抹消されていない存続期間満了日(2031/10/20),7年,(2022/12/28)
page-6073052,特許2011-231173(2011/10/20),6073052,アメリカ合衆国(502096543)パロ・アルト・リサーチ・センター・インコーポレーテッド,可変データ平版印刷システム,4,本権利は抹消されていない存続期間満了日(2031/10/20),7年,(2022/12/28)
page-6073208,特許2013-238618(2013/11/19),6073208,アメリカ合衆国(596170170)ゼロックス　コーポレイション,トナー添加剤,19,本権利は抹消されていない存続期間満了日(2033/11/19),7年,(2022/12/28)
page-6073222,特許2013-523375(2011/08/05),6073222,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,保定リングを用いた基板縁部調整,12,本権利は抹消されていない存続期間満了日(2031/08/05),7年,(2022/12/28)
page-6073256,特許2013-558073(2012/03/09),6073256,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,ランプアセンブリを使用した基板下面のオフアングル加熱,15,本権利は抹消されていない存続期間満了日(2032/03/09),7年,(2022/12/28)
page-6073262,特許2014-064109(2007/05/11),6073262,アメリカ合衆国(505047094)ブルックス　オートメーション　インコーポレイテッド,低減容量キャリア、搬送機、積載ポート、緩衝装置システム,18,本権利は抹消されていない存続期間満了日(2027/05/11),7年,(2022/12/28)
page-6073287,特許2014-502787(2012/03/29),6073287,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,デバイス記述ファイルをホストに送信する方法および装置,18,本権利は抹消されていない存続期間満了日(2032/03/29),7年,(2022/12/28)
page-6073318,特許2014-522947(2012/07/24),6073318,アメリカ合衆国(514022279)セーフティ　シリンジズ，　インコーポレイテッド,折畳式パネル針ガード,18,本権利は抹消されていない存続期間満了日(2032/07/24),7年,(2022/12/28)
page-6073319,特許2014-523372(2012/07/31),6073319,フランス国(505277691)サフラン　エアクラフト　エンジンズ,巻き取り機の含浸マンドレルに巻き付けられた繊維織物の層の切断を支援する装置,9,本権利は抹消されていない存続期間満了日(2032/07/31),7年,(2022/12/28)
page-6073334,特許2014-533466(2012/10/01),6073334,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,ヘルニア修復デバイスおよび方法,20,本権利は抹消されていない存続期間満了日(2032/10/01),7年,(2022/12/28)
page-6073347,特許2014-541095(2012/10/26),6073347,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,再生樹脂組成物およびそれから製造された使い捨て医療機器,10,本権利は抹消されていない存続期間満了日(2032/10/26),7年,(2022/12/28)
page-6073351,特許2014-541733(2012/11/13),6073351,フランス国(505277691)サフラン　エアクラフト　エンジンズ,正圧側に向かってオフセットされた先端部および冷却チャネルを備えるガスタービンブレード,15,本権利は抹消されていない存続期間満了日(2032/11/13),7年,(2022/12/28)
page-6073373,特許2014-556598(2013/02/05),6073373,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,ワイヤマウント電気コネクタ,7,本権利は抹消されていない存続期間満了日(2033/02/05),7年,(2022/12/28)
page-6073393,特許2015-033224(2010/05/17),6073393,アメリカ合衆国エンベクタ　コーポレイション,針注入深さ調整付き針組立体,5,本権利は抹消されていない存続期間満了日(2030/05/17),7年,(2022/12/28)
page-6073394,特許2015-035775(2008/11/18),6073394,アメリカ合衆国(391020193)キャタピラー　インコーポレイテッド アメリカ合衆国(510137412)アドバンスド　フィルトレーション　システムズ　インコーポレイテッド アメリカ合衆国(510138305)ドナルドソン　カンパニー　インコーポレイテッド,ベースに対してフィルタを封止し且つ第１の流体の流れを前記第１の流体の流れの半径方向外側にある第２の流体の流れから封止的に分離する方法,17,本権利は抹消されていない存続期間満了日(2028/11/18),7年,(2022/12/28)
page-6073414,特許2015-121816(2010/01/21),6073414,アメリカ合衆国(512132022)フィッシャー－ローズマウント　システムズ，インコーポレイテッド,取り外し可能なセキュリティモジュール、および関連する方法,14,本権利は抹消されていない存続期間満了日(2030/01/21),7年,(2022/12/28)
page-6073441,特許2015-205439(2011/06/22),6073441,アメリカ合衆国(597160510)リジェネロン・ファーマシューティカルズ・インコーポレイテッド,ハイブリッド軽鎖マウス,13,本権利は抹消されていない存続期間満了日(2031/06/22),7年,(2022/12/28)
page-6073478,特許2015-529845(2013/08/14),6073478,アメリカ合衆国(595038051)メドトロニック　ミニメド　インコーポレイテッド,インスリン注入デバイスを制御するシステム及び方法,14,本権利は抹消されていない存続期間満了日(2033/08/14),7年,(2022/12/28)
page-6073493,特許2015-540921(2013/11/08),6073493,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,動作制御機構を含む組織除去カテーテル,25,本権利は抹消されていない存続期間満了日(2033/11/08),7年,(2022/12/28)
page-6073552,特許2011-536521(2009/11/13),6073552,アメリカ合衆国(507303309)アーチャー－ダニエルズ－ミッドランド　カンパニー,オルガノゲル組成物及び製造方法,14,本権利は抹消されていない存続期間満了日(2029/11/13),7年,(2022/12/28)
page-6073679,特許2012-532085(2010/08/23),6073679,アメリカ合衆国(391028362)ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,ハイブリッドなアッパー構造部を有する防水性、かつ、通気性の靴,1,本権利は抹消されていない存続期間満了日(2030/08/23),7年,(2022/12/28)
page-6073684,特許2012-550095(2011/01/19),6073684,イギリス国(516162456)シリゲン　セカンド　リミテッド,指向性バイオマーカーシグナル増幅のための新規の試薬,38,本権利は抹消されていない存続期間満了日(2031/01/19),7年,(2022/12/28)
page-6073781,特許2013-513192(2011/05/12),6073781,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,多層封止フィルム,6,本権利は抹消されていない存続期間満了日(2031/05/12),7年,(2022/12/28)
page-6073783,特許2013-516843(2011/06/25),6073783,アメリカ合衆国(504396117)シャイアー　ヒューマン　ジェネティック　セラピーズ　インコーポレイテッド,ヘパランＮ－スルファターゼのＣＮＳ送達のための方法および組成物,19,本権利は抹消されていない存続期間満了日(2031/06/25),7年,(2022/12/28)
page-6073790,特許2013-529269(2011/09/13),6073790,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,基板貫通ビアを備えた集積回路,22,本権利は抹消されていない存続期間満了日(2031/09/13),7年,(2022/12/28)
page-6073808,特許2013-550662(2012/01/24),6073808,サウジアラビア王国(513185700)サウジ　アラビアン　オイル　カンパニー,供給原料処理／残油処理を有する水素化分解プロセス,15,本権利は抹消されていない存続期間満了日(2032/01/24),7年,(2022/12/28)
page-6073837,特許2014-157572(2009/03/27),6073837,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,最適化された利得の低層数反射型偏光子,2,本権利は抹消されていない存続期間満了日(2029/03/27),7年,(2022/12/28)
page-6073840,特許2014-165102(2010/12/17),6073840,アメリカ合衆国(597160510)リジェネロン・ファーマシューティカルズ・インコーポレイテッド,ヒト化ＦｃγＲマウス,18,本権利は抹消されていない存続期間満了日(2030/12/17),7年,(2022/12/28)
page-6073847,特許2014-216391(2010/01/21),6073847,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,輸液セット,16,本権利は抹消されていない存続期間満了日(2030/01/21),7年,(2022/12/28)
page-6073861,特許2014-508544(2012/04/26),6073861,アメリカ合衆国(500100822)ティコナ・エルエルシー,流れを拡散するゲート通路をもつダイ及び繊維ロービングを含浸するための方法,20,本権利は抹消されていない存続期間満了日(2032/04/26),7年,(2022/12/28)
page-6073862,特許2014-508559(2012/04/26),6073862,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,ドリフト領域の下にキャビティを備えるＤＭＯＳトランジスタ,15,本権利は抹消されていない存続期間満了日(2032/04/26),7年,(2022/12/28)
page-6073882,特許2014-522887(2012/07/19),6073882,サウジアラビア王国(511304464)サウジ　アラビアン　オイル　カンパニー,重質炭化水素の安定化方法,11,本権利は抹消されていない存続期間満了日(2032/07/19),7年,(2022/12/28)
page-6073889,特許2014-526262(2012/08/17),6073889,アメリカ合衆国(512120236)ニューヴェイジヴ，インコーポレイテッド,外科用開創器システムおよび使用方法,10,本権利は抹消されていない存続期間満了日(2032/08/17),7年,(2022/12/28)
page-6073906,特許2014-537147(2012/10/16),6073906,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,光学トロカールシステム,14,本権利は抹消されていない存続期間満了日(2032/10/16),7年,(2022/12/28)
page-6073908,特許2014-538979(2012/10/25),6073908,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,反射相殺のための装置,6,本権利は抹消されていない存続期間満了日(2032/10/25),7年,(2022/12/28)
page-6073910,特許2014-540552(2012/11/09),6073910,イギリス国(511085460)キャンサー・リサーチ・テクノロジー・リミテッド,５－（ピリジン－２－イル－アミノ）－ピラジン－２－カルボニトリル化合物及びその治療使用,25,本権利は抹消されていない存続期間満了日(2032/11/09),7年,(2023/01/11)
page-6073930,特許2014-554795(2013/01/23),6073930,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,静電放電（ＥＳＤ）保護を備えた電力供給,20,本権利は抹消されていない存続期間満了日(2033/01/23),7年,(2022/12/28)
page-6073957,特許2015-093406(2009/05/11),6073957,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,グラフト化鎖を伴う固体支持体,2,本権利は抹消されていない存続期間満了日(2029/05/11),7年,(2022/12/28)
page-6073962,特許2015-099694(2015/05/15),6073962,スイス国(599040492)ニヴァロックス－ファー　ソシエテ　アノニム,無注油の接触子対を有する時計機構,31,本権利は抹消されていない存続期間満了日(2035/05/15),7年,(2022/12/28)
page-6073963,特許2015-100767(2015/05/18),6073963,スイス国(594082512)ブランパン・エス　アー,時打ち計時器のためのメロディ選択機構,26,本権利は抹消されていない存続期間満了日(2035/05/18),7年,(2022/12/28)
page-6073975,特許2015-122290(2010/09/01),6073975,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,長期使用医療用デバイス,4,本権利は抹消されていない存続期間満了日(2030/09/01),7年,(2022/12/28)
page-6073990,特許2015-143163(2015/07/17),6073990,アメリカ合衆国(507342261)トヨタ　モーター　エンジニアリング　アンド　マニュファクチャリング　ノース　アメリカ，インコーポレイティド,車両を介する遠隔通信方法,7,本権利は抹消されていない存続期間満了日(2035/07/17),7年,(2022/12/28)
page-6074009,特許2015-221835(2015/11/12),6074009,アメリカ合衆国(512225379)セラニーズ・インターナショナル・コーポレーション,リチウム化合物を導入することによる酢酸の製造方法,19,本権利は抹消されていない存続期間満了日(2035/11/12),7年,(2022/12/28)
page-6074031,特許2015-514609(2013/05/27),6074031,スペイン国(510215651)アルセロルミタル・インベステイガシオン・イ・デサロジヨ・エセ・エレ,熱間または冷間低密度圧延鋼、この実施方法および使用,18,本権利は抹消されていない存続期間満了日(2033/05/27),7年,(2022/12/28)
page-6074045,特許2015-535009(2013/10/02),6074045,スイス国(510010894)ベレノス・クリーン・パワー・ホールディング・アーゲー,電子電圧アダプタモジュールの調節,10,本権利は抹消されていない存続期間満了日(2033/10/02),7年,(2022/12/28)
page-6074067,特許2015-558454(2014/02/21),6074067,オランダ(500286643)アクゾ　ノーベル　コーティングス　インターナショナル　ビー　ヴィ,フッ素化オキシアルキレン含有ポリマー又はフッ素化オキシアルキレン含有オリゴマーを伴う汚損防止組成物,20,本権利は抹消されていない存続期間満了日(2034/02/21),7年,(2022/12/28)
page-6074072,特許2016-006221(2011/01/07),6074072,アメリカ合衆国(508180910)フレセニウス　メディカル　ケア　ホールディングス　インコーポレーテッド,透析システムおよび方法,54,本権利は抹消されていない存続期間満了日(2031/01/07),7年,(2022/12/28)
page-6074083,特許2016-034427(2012/11/28),6074083,スイス国(505180070)ヘルシン　ヘルスケア　ソシエテ　アノニム,ＮＫ－１レセプター関連疾患の治療のための置換４－フェニル－ピリジン,4,本権利は抹消されていない存続期間満了日(2032/11/28),7年,(2022/12/28)
page-6074104,特許2016-500501(2014/02/28),6074104,アメリカ合衆国(591009509)ボーズ・コーポレーション,自動車のアクティブノイズ低減,16,本権利は抹消されていない存続期間満了日(2034/02/28),7年,(2022/12/28)
page-6074116,特許2016-521408(2014/04/25),6074116,アメリカ合衆国(503455363)レイセオン　カンパニー,無損失周波数依存性ディッケスイッチ型ラジオメータ,11,本権利は抹消されていない存続期間満了日(2034/04/25),7年,(2022/12/28)
page-6074138,特許2011-279085(2011/12/21),6074138,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,データを誘導式に伝送するためのシステム及び方法,6,本権利は抹消されていない存続期間満了日(2031/12/21),7年,(2022/12/28)
page-6074140,特許2011-503992(2009/04/07),6074140,アメリカ合衆国(513313945)テラパワー，　エルエルシー,内部に保有する核燃料の膨張を許容するように構成された核分裂反応炉用燃料集合体,10,本権利は抹消されていない存続期間満了日(2029/04/07),7年,(2022/12/28)
page-6074177,特許2012-146222(2012/06/29),6074177,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,人物トラッキング及びインタラクティブ広告,11,本権利は抹消されていない存続期間満了日(2032/06/29),7年,(2022/12/28)
page-6074221,特許2012-231449(2012/10/19),6074221,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,電力貯蔵装置を充電するシステム、充電装置、および方法,20,本権利は抹消されていない存続期間満了日(2032/10/19),7年,(2022/12/28)
page-6074366,特許2013-550600(2012/01/20),6074366,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,ディジタル画像取得を用いるＸ線システム及び方法,25,本権利は抹消されていない存続期間満了日(2032/01/20),7年,(2022/12/28)
page-6074367,特許2013-551287(2012/01/24),6074367,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,超伝導マグネットデバイスを冷却するための冷却システム及び方法,17,本権利は抹消されていない存続期間満了日(2032/01/24),7年,(2022/12/28)
page-6074387,特許2014-138961(2009/06/26),6074387,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,止め輪状固定部を用いた受動再使用防止注射器,12,本権利は抹消されていない存続期間満了日(2029/06/26),7年,(2022/12/28)
page-6074408,特許2014-501485(2012/04/02),6074408,ドイツ国(511242328)マイクロチップ　テクノロジー　ジャーマニー　ゲーエムベーハー,タッチセンシティブスクリーン,18,本権利は抹消されていない存続期間満了日(2032/04/02),7年,(2022/12/28)
page-6074409,特許2014-502534(2011/08/17),6074409,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,薬物送達コネクタ,10,本権利は抹消されていない存続期間満了日(2031/08/17),7年,(2022/12/28)
page-6074479,特許2015-213621(2015/10/30),6074479,アメリカ合衆国(590005449)レイセオン　テクノロジーズ　コーポレイション,鋳造用物品および鋳造用物品の作成方法,12,本権利は抹消されていない存続期間満了日(2035/10/30),7年,(2022/12/28)
page-6074796,特許2012-507434(2010/04/23),6074796,アメリカ合衆国(500324750)バリアン・セミコンダクター・エクイップメント・アソシエイツ・インコーポレイテッド,非平面な基板表面を有する基板を処理する方法,10,本権利は抹消されていない存続期間満了日(2030/04/23),7年,(2022/12/28)
page-6074816,特許2014-169086(2014/08/22),6074816,イギリス領　バミューダ(515028746)アナログ　デバイシス　グローバル,改良された接合型電界効果トランジスタおよびその製造方法,20,本権利は抹消されていない存続期間満了日(2034/08/22),7年,(2022/12/28)
page-6074869,特許2015-521781(2013/07/10),6074869,アメリカ合衆国(305043582)シンボル　テクノロジーズ　リミテッド　ライアビリティ　カンパニー,移動装置のためのピストルグリップアダプタ,18,本権利は抹消されていない存続期間満了日(2033/07/10),7年,(2022/12/28)
page-6074906,特許2012-088855(2012/04/09),6074906,アメリカ合衆国イー　インク　コーポレイション,電気泳動粒子、電気泳動粒子の製造方法、電気泳動分散液、電気泳動シート、電気泳動装置および電子機器,14,本権利は抹消されていない存続期間満了日(2032/04/09),7年,(2022/12/28)
page-6074957,特許2012-194051(2012/09/04),6074957,アメリカ合衆国マイクロチップ　テクノロジー　インコーポレイテッド,原子発振器および電子機器,10,本権利は抹消されていない存続期間満了日(2032/09/04),7年,(2022/12/28)
page-6075651,特許2014-505201(2012/04/09),6075651,アメリカ合衆国スリーエム　イノベイティブ　プロパティズ　カンパニー,蒸発性流体用パウチ、および体液用システム,24,本権利は抹消されていない存続期間満了日(2032/04/09),7年,(2022/12/28)
page-6075660,特許2015-075986(2009/07/09),6075660,アメリカ合衆国スリーエム　イノベイティブ　プロパティズ　カンパニー,創傷を治療する手動減圧システム,13,本権利は抹消されていない存続期間満了日(2029/07/09),7年,(2022/12/28)
page-6075726,特許2012-550075(2011/01/19),6075726,アメリカ合衆国スリーエム　イノベイティブ　プロパティズ　カンパニー,高密度領域と低密度領域を有するフォーム創傷インサート、創傷ドレッシング、および方法,24,本権利は抹消されていない存続期間満了日(2031/01/19),7年,(2022/12/28)
page-6075732,特許2013-505047(2011/04/12),6075732,アメリカ合衆国スリーエム　イノベイティブ　プロパティズ　カンパニー,反応性成分を含む組成物ならびに創傷被覆材、装置および方法,11,本権利は抹消されていない存続期間満了日(2031/04/12),7年,(2022/12/28)
page-6075744,特許2011-272312(2011/12/13),6075744,フランス(502189579)エルブイエムエイチ　レシェルシェ,リン酸トコフェロールを含む組成物及び調製方法,4,本権利は抹消されていない存続期間満了日(2031/12/13),7年,(2022/12/28)
page-6075886,特許2014-041361(2014/03/04),6075886,オーストリア国(504344576)インニオ　ジェンバッハー　ゲーエムベーハー　アンド　コー　オーゲー,ロータ変位角測定方法,11,本権利は抹消されていない存続期間満了日(2034/03/04),7年,(2022/12/28)
page-6075934,特許2010-286768(2004/06/30),6075934,アメリカ合衆国(500080214)イー　インク　コーポレイション,電気光学ディスプレイを駆動するための方法,5,本権利は抹消されていない存続期間満了日(2024/06/30),7年,(2022/12/28)
page-6076246,特許2013-514240(2011/06/03),6076246,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,ゾーン依存熱効率性を備えた温度制御されたプラズマ処理チャンバ部品,12,本権利は抹消されていない存続期間満了日(2031/06/03),7年,(2022/12/28)
page-6076247,特許2013-515945(2011/06/17),6076247,フランス(591034154)オランジュ,ディジタルオーディオ信号エンコーダでのノイズシェーピングフィードバックループの制御,8,本権利は抹消されていない存続期間満了日(2031/06/17),7年,(2022/12/28)
page-6076267,特許2013-553615(2012/02/10),6076267,アメリカ合衆国(511232204)サリックス　ファーマスーティカルズ，リミテッド,リファキシミンの形態およびその使用,7,本権利は抹消されていない存続期間満了日(2032/02/10),7年,(2022/12/28)
page-6076268,特許2013-555511(2012/02/22),6076268,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,パイプラインＡＤＣ内部ステージ誤差キャリブレーション,19,本権利は抹消されていない存続期間満了日(2032/02/22),7年,(2022/12/28)
page-6076337,特許2014-516964(2012/06/21),6076337,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,プラズマチャンバのための伝送線ＲＦアプリケータ,19,本権利は抹消されていない存続期間満了日(2032/06/21),7年,(2022/12/28)
page-6076360,特許2014-537262(2012/10/18),6076360,アメリカ合衆国(306018457)ザ・トラスティーズ・オブ・コロンビア・ユニバーシティ・イン・ザ・シティ・オブ・ニューヨーク,生体試料を収集するための医療装置および方法,25,本権利は抹消されていない存続期間満了日(2032/10/18),7年,(2022/12/28)
page-6076379,特許2014-558926(2013/02/25),6076379,アメリカ合衆国(501144003)アナログ・デバイシズ・インコーポレーテッド,センサおよびセンサの製造方法,21,本権利は抹消されていない存続期間満了日(2033/02/25),7年,(2022/12/28)
page-6076686,特許2012-232839(2012/10/22),6076686,イギリス国(512272786)イマジネーション　テクノロジーズ　リミティッド,デジタル信号処理のデータ転送,19,本権利は抹消されていない存続期間満了日(2032/10/22),7年,(2022/12/28)
page-6076911,特許2013-537924(2011/11/08),6076911,アメリカ合衆国(597160510)リジェネロン・ファーマシューティカルズ・インコーポレイテッド,ヒトＴＮＦ様リガンド１Ａ（ＴＬ１Ａ）に対するヒト抗体,11,本権利は抹消されていない存続期間満了日(2031/11/08),7年,(2022/12/28)
page-6076967,特許2014-512909(2012/05/21),6076967,アメリカ合衆国(513292983)ウルトラ　プレミアム　オイルフィールド　サーヴィシズ　リミテッド,管状連結体及び関連したねじ形状,15,本権利は抹消されていない存続期間満了日(2032/05/21),7年,(2022/12/28)
